iter	Passed	Remaining
1665	107925	345542
1666	108002	345518
1667	108078	345488
1668	108143	345424
1669	108212	345374
1670	108296	345368
1671	108356	345288
1672	108434	345266
1673	108493	345183
1674	108545	345078
1675	108599	344978
1676	108648	344861
1677	108696	344744
1678	108747	344635
1679	108796	344522
1680	108846	344411
1681	108894	344293
1682	108940	344169
1683	108990	344058
1684	109044	343960
1685	109096	343854
1686	109143	343735
1687	109207	343668
1688	109284	343641
1689	109358	343605
1690	109428	343558
1691	109495	343501
1692	109561	343438
1693	109634	343400
1694	109695	343325
1695	109759	343256
1696	109830	343213
1697	109908	343190
1698	109981	343149
1699	110050	343099
1700	110124	343064
1701	110189	342998
1702	110252	342928
1703	110315	342858
1704	110380	342794
1705	110449	342743
1706	110515	342683
1707	110592	342656
1708	110668	342626
1709	110741	342587
1710	110818	342560
1711	110891	342519
1712	110962	342474
1713	111030	342419
1714	111097	342361
1715	111163	342300
1716	111232	342249
1717	111303	342202
1718	111371	342147
1719	111440	342097
1720	111505	342033
1721	111570	341967
1722	111636	341905
1723	111698	341833
1724	111765	341774
1725	111825	341697
1726	111891	341636
1727	111958	341576
1728	112021	341508
1729	112090	341455
1730	112154	341388
1731	112220	341327
1732	112285	341263
1733	112352	341204
1734	112420	341149
1735	112485	341085
1736	112552	341028
1737	112616	340960
1738	112681	340895
1739	112746	340832
1740	112808	340757
1741	112876	340703
1742	112955	340680
1743	113030	340648
1744	113101	340601
1745	113168	340542
1746	113226	340458
1747	113287	340379
1748	113339	340276
1749	113394	340182
1750	113451	340096
1751	113503	339993
1752	113555	339890
1753	113611	339797
1754	113667	339706
1755	113722	339613
1756	113778	339522
1757	113833	339429
1758	113886	339328
1759	113943	339242
1760	114002	339159
1761	114053	339054
1762	114111	338968
1763	114170	338887
1764	114223	338786
1765	114279	338696
1766	114332	338596
1767	114385	338497
1768	114442	338410
1769	114497	338316
1770	114551	338221
1771	114606	338128
1772	114661	338035
1773	114713	337932
1774	114770	337845
1775	114828	337760
1776	114879	337656
1777	114936	337569
1778	114991	337475
1779	115044	337378
1780	115098	337282
1781	115160	337209
1782	115214	337112
1783	115269	337020
1784	115324	336928
1785	115380	336837
1786	115434	336743
1787	115489	336651
1788	115544	336559
1789	115600	336469
1790	115653	336371
1791	115706	336271
1792	115765	336190
1793	115819	336096
1794	115871	335994
1795	115928	335907
1796	115982	335814
1797	116035	335714
1798	116089	335621
1799	116143	335527
1800	116197	335430
1801	116255	335346
1802	116313	335263
1803	116366	335165
1804	116420	335071
1805	116476	334982
1806	116530	334888
1807	116585	334796
1808	116641	334706
1809	116693	334607
1810	116747	334512
1811	116800	334416
1812	116854	334320
1813	116910	334233
1814	116965	334141
1815	117016	334038
1816	117073	333953
1817	117125	333852
1818	117180	333761
1819	117234	333667
1820	117290	333578
1821	117343	333482
1822	117399	333392
1823	117452	333297
1824	117507	333206
1825	117565	333122
1826	117619	333030
1827	117674	332937
1828	117730	332849
1829	117783	332754
1830	117838	332662
1831	117891	332566
1832	117947	332480
1833	118002	332387
1834	118059	332304
1835	118113	332209
1836	118166	332114
1837	118224	332032
1838	118281	331946
1839	118335	331853
1840	118389	331759
1841	118441	331663
1842	118493	331562
1843	118546	331467
1844	118599	331370
1845	118651	331272
1846	118701	331169
1847	118755	331076
1848	118810	330985
1849	118865	330896
1850	118918	330801
1851	118975	330716
1852	119034	330638
1853	119089	330547
1854	119143	330453
1855	119200	330369
1856	119254	330278
1857	119309	330188
1858	119363	330096
1859	119421	330013
1860	119480	329936
1861	119539	329856
1862	119590	329755
1863	119642	329659
1864	119696	329566
1865	119751	329476
1866	119806	329388
1867	119866	329313
1868	119930	329248
1869	119986	329162
1870	120043	329077
1871	120097	328984
1872	120149	328887
1873	120202	328793
1874	120255	328699
1875	120308	328604
1876	120361	328510
1877	120414	328413
1878	120470	328329
1879	120524	328237
1880	120579	328148
1881	120631	328051
1882	120681	327949
1883	120735	327857
1884	120792	327773
1885	120846	327683
1886	120899	327589
1887	120955	327501
1888	121010	327412
1889	121063	327319
1890	121116	327226
1891	121168	327129
1892	121222	327039
1893	121277	326949
1894	121330	326856
1895	121381	326755
1896	121436	326667
1897	121489	326575
1898	121541	326479
1899	121596	326391
1900	121651	326301
1901	121702	326203
1902	121759	326122
1903	121815	326036
1904	121872	325951
1905	121926	325863
1906	121979	325769
1907	122035	325683
1908	122092	325602
1909	122144	325505
1910	122197	325411
1911	122252	325324
1912	122306	325233
1913	122355	325131
1914	122408	325037
1915	122459	324939
1916	122513	324848
1917	122565	324754
1918	122618	324661
1919	122672	324571
1920	122729	324487
1921	122782	324397
1922	122837	324307
1923	122891	324218
1924	122944	324125
1925	122996	324030
1926	123051	323943
1927	123102	323847
1928	123156	323757
1929	123209	323665
1930	123263	323574
1931	123314	323477
1932	123367	323384
1933	123420	323291
1934	123473	323200
1935	123525	323105
1936	123577	323012
1937	123641	322948
1938	123694	322855
1939	123744	322756
1940	123799	322668
1941	123853	322580
1942	123908	322492
1943	123964	322408
1944	124018	322319
1945	124068	322222
1946	124123	322133
1947	124174	322037
1948	124230	321952
1949	124285	321868
1950	124337	321774
1951	124391	321683
1952	124444	321593
1953	124498	321505
1954	124550	321410
1955	124605	321324
1956	124659	321234
1957	124712	321145
1958	124770	321066
1959	124831	320995
1960	124892	320924
1961	124945	320833
1962	125001	320750
1963	125053	320656
1964	125106	320564
1965	125155	320464
1966	125208	320374
1967	125267	320298
1968	125321	320209
1969	125374	320119
1970	125428	320030
1971	125479	319934
1972	125533	319846
1973	125586	319756
1974	125636	319656
1975	125687	319561
1976	125737	319464
1977	125793	319381
1978	125844	319285
1979	125893	319185
1980	125948	319100
1981	126003	319015
1982	126052	318914
1983	126103	318817
1984	126154	318722
1985	126205	318628
1986	126261	318544
1987	126309	318443
1988	126361	318349
1989	126414	318260
1990	126465	318165
1991	126520	318078
1992	126572	317987
1993	126626	317899
1994	126677	317804
1995	126729	317711
1996	126783	317626
1997	126837	317538
1998	126886	317438
1999	126942	317356
2000	126993	317260
2001	127044	317166
2002	127101	317086
2003	127150	316987
2004	127204	316901
2005	127257	316810
2006	127308	316718
2007	127359	316623
2008	127411	316531
2009	127461	316433
2010	127515	316347
2011	127570	316263
2012	127622	316172
2013	127675	316083
2014	127729	315995
2015	127782	315907
2016	127834	315814
2017	127884	315719
2018	127938	315632
2019	127990	315539
2020	128042	315449
2021	128097	315365
2022	128150	315275
2023	128200	315181
2024	128254	315094
2025	128307	315006
2026	128359	314914
2027	128410	314820
2028	128460	314724
2029	128511	314630
2030	128563	314541
2031	128614	314447
2032	128667	314359
2033	128720	314270
2034	128776	314190
2035	128828	314097
2036	128881	314009
2037	128934	313921
2038	128984	313826
2039	129035	313732
2040	129089	313647
2041	129138	313548
2042	129191	313462
2043	129245	313376
2044	129298	313288
2045	129350	313198
2046	129400	313103
2047	129450	313007
2048	129505	312924
2049	129558	312835
2050	129610	312745
2051	129662	312655
2052	129716	312569
2053	129767	312479
2054	129818	312386
2055	129868	312291
2056	129922	312204
2057	129975	312117
2058	130025	312023
2059	130080	311940
2060	130132	311851
2061	130184	311760
2062	130239	311679
2063	130295	311597
2064	130349	311513
2065	130403	311428
2066	130453	311333
2067	130504	311240
2068	130554	311147
2069	130604	311053
2070	130657	310965
2071	130709	310876
2072	130765	310796
2073	130815	310703
2074	130865	310607
2075	130918	310522
2076	130970	310432
2077	131019	310336
2078	131072	310249
2079	131125	310161
2080	131181	310081
2081	131235	309999
2082	131290	309915
2083	131346	309837
2084	131398	309747
2085	131457	309674
2086	131512	309592
2087	131568	309514
2088	131627	309440
2089	131682	309359
2090	131738	309280
2091	131794	309200
2092	131849	309117
2093	131903	309034
2094	131966	308970
2095	132027	308903
2096	132085	308829
2097	132142	308753
2098	132200	308678
2099	132255	308595
2100	132309	308511
2101	132364	308431
2102	132418	308346
2103	132469	308256
2104	132524	308173
2105	132575	308084
2106	132628	307997
2107	132679	307906
2108	132729	307814
2109	132783	307730
2110	132835	307641
2111	132885	307550
2112	132939	307465
2113	132992	307378
2114	133046	307295
2115	133095	307202
2116	133146	307112
2117	133199	307024
2118	133254	306943
2119	133305	306854
2120	133358	306767
2121	133413	306687
2122	133464	306598
2123	133513	306501
2124	133563	306409
2125	133616	306325
2126	133670	306242
2127	133719	306148
2128	133774	306067
2129	133827	305981
2130	133881	305898
2131	133936	305816
2132	133990	305734
2133	134045	305653
2134	134098	305568
2135	134150	305481
2136	134203	305395
2137	134256	305312
2138	134309	305227
2139	134363	305143
2140	134415	305055
2141	134465	304964
2142	134520	304883
2143	134572	304797
2144	134623	304707
2145	134678	304626
2146	134729	304538
2147	134785	304459
2148	134836	304371
2149	134886	304279
2150	134940	304195
2151	134995	304117
2152	135047	304028
2153	135098	303939
2154	135149	303850
2155	135200	303761
2156	135254	303680
2157	135306	303593
2158	135359	303508
2159	135413	303426
2160	135465	303340
2161	135519	303257
2162	135572	303172
2163	135624	303085
2164	135677	303001
2165	135730	302918
2166	135783	302834
2167	135837	302753
2168	135888	302663
2169	135942	302582
2170	135996	302500
2171	136050	302418
2172	136106	302340
2173	136159	302256
2174	136210	302167
2175	136262	302082
2176	136314	301996
2177	136363	301904
2178	136420	301827
2179	136472	301740
2180	136522	301652
2181	136578	301574
2182	136631	301490
2183	136687	301414
2184	136744	301337
2185	136796	301251
2186	136849	301169
2187	136902	301085
2188	136956	301003
2189	137011	300924
2190	137066	300844
2191	137115	300754
2192	137172	300678
2193	137226	300596
2194	137281	300518
2195	137334	300435
2196	137388	300352
2197	137439	300264
2198	137495	300189
2199	137544	300097
2200	137599	300017
2201	137654	299938
2202	137709	299859
2203	137763	299779
2204	137818	299701
2205	137873	299620
2206	137927	299540
2207	137980	299457
2208	138033	299374
2209	138089	299297
2210	138144	299220
2211	138193	299127
2212	138245	299041
2213	138295	298954
2214	138346	298865
2215	138401	298786
2216	138454	298704
2217	138509	298626
2218	138566	298551
2219	138620	298471
2220	138671	298384
2221	138726	298306
2222	138782	298229
2223	138841	298160
2224	138907	298105
2225	138972	298047
2226	139044	298005
2227	139104	297938
2228	139167	297877
2229	139238	297832
2230	139309	297788
2231	139369	297722
2232	139423	297640
2233	139475	297555
2234	139527	297471
2235	139582	297393
2236	139637	297315
2237	139692	297237
2238	139747	297158
2239	139800	297076
2240	139856	297001
2241	139913	296925
2242	139967	296845
2243	140021	296765
2244	140072	296679
2245	140126	296598
2246	140181	296520
2247	140234	296439
2248	140288	296359
2249	140344	296283
2250	140395	296196
2251	140448	296115
2252	140504	296039
2253	140558	295958
2254	140614	295881
2255	140671	295808
2256	140726	295732
2257	140784	295659
2258	140839	295582
2259	140891	295498
2260	140946	295420
2261	141000	295340
2262	141053	295258
2263	141109	295182
2264	141161	295099
2265	141212	295013
2266	141268	294936
2267	141325	294864
2268	141382	294790
2269	141438	294714
2270	141493	294637
2271	141545	294553
2272	141603	294482
2273	141657	294403
2274	141712	294325
2275	141775	294264
2276	141834	294196
2277	141895	294131
2278	141953	294059
2279	142028	294024
2280	142102	293986
2281	142171	293937
2282	142245	293899
2283	142324	293870
2284	142395	293827
2285	142467	293784
2286	142539	293743
2287	142615	293708
2288	142685	293661
2289	142752	293608
2290	142819	293556
2291	142880	293491
2292	142937	293418
2293	142996	293349
2294	143053	293275
2295	143108	293197
2296	143159	293112
2297	143212	293030
2298	143262	292943
2299	143312	292856
2300	143362	292768
2301	143413	292683
2302	143468	292606
2303	143521	292524
2304	143574	292442
2305	143625	292358
2306	143677	292274
2307	143727	292187
2308	143781	292108
2309	143835	292029
2310	143891	291955
2311	143942	291869
2312	144001	291800
2313	144057	291725
2314	144111	291647
2315	144167	291572
2316	144217	291485
2317	144273	291410
2318	144325	291326
2319	144379	291248
2320	144431	291165
2321	144481	291078
2322	144536	291001
2323	144588	290918
2324	144640	290836
2325	144693	290755
2326	144750	290682
2327	144804	290603
2328	144856	290522
2329	144908	290439
2330	144962	290359
2331	145018	290285
2332	145079	290221
2333	145142	290160
2334	145203	290096
2335	145260	290023
